year,dimd,sex,cod,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  
1991,5,Female,15 Intentional injuries,0,0,0,0,4,7,6,10,5,12,8,9,5,3,8,10,8,5,4,4
1991,5,Female,16 Unintentional injuries,2,2,6,5,14,23,9,10,7,8,16,16,14,17,26,47,56,71,67,64
1991,5,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,64,117,171,257,208
1991,5,Female,18 All other causes,138,10,8,9,14,20,19,21,27,23,46,37,70,110,174,272,455,622,678,667
1991,5,Female,19 Neonatal,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,6,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,1,0,0,5,2,8,7,11,16,9,5,3,2
1991,6,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,0,3,10,17,37,49,94,126,145,137,126,73,20
1991,6,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,2,1,5,8,23,47,72,120,194,222,210,170,82,31
1991,6,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,4,4,3,4,10,7,4,3,14,16,17,29,43,77,61,99,68,29,9
1991,6,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,2,3,7,29,78,110,229,350,411,370,283,116,22
1991,6,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,1,6,15,42,96,145,201,214,99,42
1991,6,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
1991,6,Male,09 All other cancers (C00-D48),0,9,5,7,10,9,8,13,16,22,49,56,95,158,235,252,274,213,127,48
1991,6,Male,10 Diseases of the respiratory system,11,1,0,3,6,2,7,16,5,11,9,37,46,103,211,367,536,646,505,297
1991,6,Male,11 Diabetes,0,0,0,0,1,0,1,0,1,1,7,3,21,29,32,47,69,68,43,18
1991,6,Male,12 Ischaemic heart disease,0,0,0,0,0,0,0,6,25,71,119,212,359,669,"1,082","1,306","1,427","1,317",748,289
1991,6,Male,13 Stroke (cerebrovascular),0,0,0,0,1,0,4,1,7,14,20,30,53,103,214,310,532,569,388,191
1991,6,Male,14 Other circulatory,1,0,0,1,3,3,5,2,11,8,21,32,57,101,164,247,366,387,267,126
1991,6,Male,15 Intentional injuries,1,1,0,0,9,21,35,30,30,33,23,18,16,12,19,6,12,10,3,1
1991,6,Male,16 Unintentional injuries,5,7,3,11,45,62,56,40,29,33,22,27,22,23,37,32,44,43,32,14
1991,6,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,1,0,1,9,24,41,87,130,99,43
1991,6,Male,18 All other causes,163,28,9,6,26,26,38,48,56,67,54,70,95,111,207,251,404,463,327,175
1991,6,Male,19 Neonatal,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,6,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,0,2,1,3,2,6,8,13,16,12,3,7
1991,6,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,2,1,6,12,29,31,69,90,126,145,169,99,79
1991,6,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,1,1,1,2,11,16,20,28,44,85,124,165,172,134,61
1991,6,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,1,0,3,2,6,4,5,9,14,19,25,26,45,70,89,78,60,17
1991,6,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,1,0,0,0,0,6,18,28,39,109,180,170,176,142,68,13
1991,6,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,8,20,36,59,76,95,138,171,175,176,173,135,78
1991,6,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,1,3,4,11,13,13,10,10,10,14,14,19,10,8,9
1991,6,Female,09 All other cancers (C00-D48),0,2,9,2,0,7,5,7,18,38,61,82,102,142,199,238,294,300,219,101
1991,6,Female,10 Diseases of the respiratory system,5,2,0,4,0,2,3,6,3,2,11,12,29,78,134,221,341,573,728,882
1991,6,Female,11 Diabetes,0,0,1,0,0,0,0,1,1,0,2,8,10,15,31,43,101,103,75,59
1991,6,Female,12 Ischaemic heart disease,0,0,0,0,0,0,2,1,2,7,22,48,91,214,481,738,"1,178","1,477","1,278",888
1991,6,Female,13 Stroke (cerebrovascular),1,0,1,0,1,0,1,3,7,7,23,30,42,87,168,346,721,"1,014","1,022",834
1991,6,Female,14 Other circulatory,2,1,0,0,0,3,4,1,3,3,11,15,29,54,96,183,347,521,570,484
1991,6,Female,15 Intentional injuries,0,0,1,0,1,2,6,5,3,6,6,9,7,5,8,6,5,6,5,0
1991,6,Female,16 Unintentional injuries,1,2,9,1,15,16,13,9,9,9,8,11,16,17,9,30,46,72,70,60
1991,6,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,1,0,0,4,7,19,30,117,243,268,249
1991,6,Female,18 All other causes,118,20,5,10,6,14,25,21,33,29,42,56,76,104,152,249,494,652,672,707
1991,6,Female,19 Neonatal,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,7,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,1,0,0,0,0,2,1,3,1,5,8,14,10,13,7,3,4
1991,7,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,3,3,8,22,29,45,81,125,134,132,111,57,29
1991,7,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,1,0,1,2,5,9,23,38,65,105,154,187,215,149,72,19
1991,7,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1,2,1,6,0,5,10,11,9,13,22,32,50,78,65,79,56,26,12
1991,7,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,1,5,15,27,60,114,173,325,356,358,255,124,18
1991,7,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,4,2,20,41,79,132,216,202,123,44
1991,7,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,2
1991,7,Male,09 All other cancers (C00-D48),1,2,7,2,5,2,10,13,18,30,50,78,97,161,237,236,245,217,120,50
1991,7,Male,10 Diseases of the respiratory system,8,7,1,2,2,6,8,8,11,5,9,17,36,110,198,289,523,570,455,257
1991,7,Male,11 Diabetes,0,0,0,0,0,0,1,0,1,2,0,9,8,18,45,45,54,72,40,19
1991,7,Male,12 Ischaemic heart disease,0,0,0,0,0,0,1,12,25,72,117,230,375,635,926,"1,166","1,406","1,227",652,261
1991,7,Male,13 Stroke (cerebrovascular),0,0,0,0,2,2,2,2,5,11,23,34,34,88,166,327,519,562,382,164
1991,7,Male,14 Other circulatory,0,0,0,1,5,5,4,6,8,9,25,44,58,113,172,240,352,336,230,131
1991,7,Male,15 Intentional injuries,0,1,0,0,9,23,22,23,25,33,25,21,12,23,9,5,14,10,3,2
1991,7,Male,16 Unintentional injuries,2,7,8,11,54,64,33,39,28,30,34,20,11,16,33,31,33,41,25,12
1991,7,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,2,2,5,13,41,72,81,96,42
1991,7,Male,18 All other causes,145,12,5,6,16,25,29,34,47,65,56,62,86,104,199,236,343,451,318,179
1991,7,Male,19 Neonatal,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,7,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,1,0,0,0,0,0,0,1,1,0,5,5,6,4,11,7,8,6,2
1991,7,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,0,5,7,23,20,34,60,95,99,139,144,120,76
1991,7,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,1,0,5,14,18,36,53,86,127,135,171,126,81
1991,7,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1,0,2,1,3,4,5,4,10,18,12,23,34,39,71,71,70,42,23
1991,7,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,2,1,12,26,18,40,92,156,151,165,108,48,14
1991,7,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,4,9,23,52,68,107,125,126,163,141,181,171,102,97
1991,7,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,1,8,4,9,7,7,3,14,15,15,20,8,5,3
1991,7,Female,09 All other cancers (C00-D48),0,3,4,1,3,6,7,11,19,29,51,84,101,171,214,243,283,280,174,99
1991,7,Female,10 Diseases of the respiratory system,7,2,1,0,2,1,1,5,4,9,7,18,23,56,131,193,349,531,660,851
1991,7,Female,11 Diabetes,0,1,0,0,0,2,0,1,1,0,3,3,9,9,18,43,78,105,76,64
1991,7,Female,12 Ischaemic heart disease,0,0,0,0,0,0,0,1,1,8,18,41,91,191,402,689,"1,094","1,388","1,248",785
1991,7,Female,13 Stroke (cerebrovascular),0,0,0,0,2,0,0,2,9,17,15,22,40,69,167,282,690,976,"1,034",708
1991,7,Female,14 Other circulatory,3,3,0,0,1,1,2,4,5,9,15,10,15,50,118,192,323,457,515,506
1991,7,Female,15 Intentional injuries,0,0,0,0,4,5,8,4,5,12,5,4,8,6,12,5,4,3,3,2
1991,7,Female,16 Unintentional injuries,1,4,2,3,15,12,12,12,6,8,13,10,9,13,25,28,38,69,68,50
1991,7,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,2,3,7,17,49,108,191,238,190
1991,7,Female,18 All other causes,140,16,4,5,8,14,16,24,31,39,40,50,79,116,159,250,402,611,647,714
1991,7,Female,19 Neonatal,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,8,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,1,0,1,2,2,4,7,11,8,11,13,4,0
1991,8,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,0,1,2,5,18,36,61,76,102,136,143,110,52,22
1991,8,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,3,2,9,26,41,70,92,163,197,184,157,81,25
1991,8,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,2,1,3,5,6,7,8,17,23,19,34,41,57,66,74,66,30,7
1991,8,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,1,0,1,4,8,29,55,106,174,287,304,342,258,86,26
1991,8,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,1,0,5,10,37,76,132,206,210,121,32
1991,8,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0
1991,8,Male,09 All other cancers (C00-D48),0,3,7,3,1,6,4,14,18,41,49,64,106,124,226,209,259,206,92,39
1991,8,Male,10 Diseases of the respiratory system,4,3,0,4,3,3,2,6,5,14,11,17,43,83,195,274,415,536,448,280
1991,8,Male,11 Diabetes,0,0,0,0,0,0,0,1,1,0,6,9,8,14,19,43,56,50,51,17
1991,8,Male,12 Ischaemic heart disease,1,0,0,0,0,0,0,6,18,66,113,198,334,557,919,"1,040","1,368","1,134",660,270
1991,8,Male,13 Stroke (cerebrovascular),0,1,0,1,2,0,0,6,4,11,11,25,37,93,174,324,476,556,382,172
1991,8,Male,14 Other circulatory,4,0,0,2,2,7,3,4,8,11,20,27,51,91,163,261,326,308,213,119
1991,8,Male,15 Intentional injuries,0,0,0,0,11,22,28,30,28,40,35,24,26,13,7,7,9,6,4,0
1991,8,Male,16 Unintentional injuries,2,5,6,6,71,52,49,34,26,37,25,21,22,21,21,27,30,32,29,13
1991,8,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,2,9,21,31,78,106,75,45
1991,8,Male,18 All other causes,140,19,11,6,26,21,34,34,29,58,61,70,68,91,179,217,318,383,307,155
1991,8,Male,19 Neonatal,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,8,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,0,0,2,2,4,3,5,7,10,8,5,3
1991,8,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,0,1,3,6,15,19,39,58,82,80,124,148,100,83
1991,8,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,1,2,4,10,18,37,67,81,107,142,163,114,62
1991,8,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,0,4,2,1,3,3,3,4,6,14,20,16,26,47,67,73,78,36,10
1991,8,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,1,0,0,0,0,0,3,7,16,24,36,76,123,123,162,114,58,18
1991,8,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,1,10,18,48,84,92,85,119,158,151,159,137,110,76
1991,8,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,1,4,4,9,8,10,6,10,16,12,11,14,14,8,2
1991,8,Female,09 All other cancers (C00-D48),0,6,7,3,1,3,6,11,15,40,63,72,108,165,213,269,274,235,190,103
1991,8,Female,10 Diseases of the respiratory system,3,3,0,3,0,2,4,1,4,7,9,18,28,60,124,178,301,520,683,819
1991,8,Female,11 Diabetes,0,0,0,1,0,0,0,0,1,1,2,4,7,9,28,36,59,88,84,42
1991,8,Female,12 Ischaemic heart disease,0,0,0,0,0,0,1,0,0,9,18,33,85,177,386,602,991,"1,279","1,169",838
1991,8,Female,13 Stroke (cerebrovascular),0,0,0,0,2,2,2,1,6,12,13,23,29,72,148,274,654,"1,003",988,777
1991,8,Female,14 Other circulatory,1,0,0,0,1,1,2,3,4,3,12,15,21,44,124,181,314,464,536,523
1991,8,Female,15 Intentional injuries,0,0,0,0,4,4,8,4,2,6,11,6,5,7,3,8,10,13,1,0
1991,8,Female,16 Unintentional injuries,3,2,4,6,13,7,11,3,9,8,8,10,11,10,16,33,49,66,62,52
1991,8,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,2,6,5,22,52,97,208,223,235
1991,8,Female,18 All other causes,97,15,11,8,13,20,25,13,30,25,47,37,70,107,136,215,449,616,679,650
1991,8,Female,19 Neonatal,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,9,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,2,0,0,2,3,1,1,6,5,10,16,7,7,4,1
1991,9,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,0,2,9,19,25,50,85,97,114,104,101,52,20
1991,9,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,1,1,3,19,26,38,61,93,122,162,153,130,64,22
1991,9,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,2,4,3,4,5,2,4,8,18,15,19,28,45,52,61,76,66,42,9
1991,9,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,2,4,10,24,46,95,172,244,273,306,195,104,25
1991,9,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,1,6,20,45,92,159,193,183,104,42
1991,9,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1991,9,Male,09 All other cancers (C00-D48),0,3,4,5,4,4,9,10,16,41,42,62,93,160,172,187,217,175,105,37
1991,9,Male,10 Diseases of the respiratory system,5,4,3,2,4,3,3,6,6,7,6,19,42,70,162,255,361,501,391,303
1991,9,Male,11 Diabetes,0,0,0,0,0,1,1,1,1,1,2,3,11,16,21,27,65,51,39,13
1991,9,Male,12 Ischaemic heart disease,0,0,0,0,1,1,5,5,18,66,119,169,334,561,785,"1,004","1,179","1,100",617,236
1991,9,Male,13 Stroke (cerebrovascular),0,0,1,0,1,2,3,4,2,11,18,29,46,87,153,276,422,512,331,178
1991,9,Male,14 Other circulatory,0,0,3,1,1,6,4,7,3,12,24,24,46,92,168,205,274,299,218,121
1991,9,Male,15 Intentional injuries,0,1,1,0,9,28,22,24,22,24,26,16,16,11,9,8,7,4,7,1
1991,9,Male,16 Unintentional injuries,2,6,3,7,55,52,30,26,24,26,18,21,11,18,23,30,36,40,23,12
1991,9,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,24,74,116,77,36
1991,9,Male,18 All other causes,138,16,8,5,29,37,23,27,26,53,53,44,70,104,150,186,316,374,315,168
1991,9,Male,19 Neonatal,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,9,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,0,0,0,0,5,5,7,4,5,11,6,3
1991,9,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,2,5,4,20,18,30,64,86,114,123,144,105,52
1991,9,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,1,1,9,9,13,31,52,80,97,126,168,93,58
1991,9,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,1,0,2,4,6,5,5,9,10,8,25,34,48,60,66,84,41,19
1991,9,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,2,6,16,31,41,75,127,135,144,110,58,20
1991,9,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,4,10,28,45,56,80,104,115,142,135,145,138,120,66
1991,9,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,1,2,4,5,3,4,6,7,7,9,15,13,8,7,1
1991,9,Female,09 All other cancers (C00-D48),1,0,6,2,3,5,6,7,13,31,49,68,94,127,218,201,273,262,200,92
1991,9,Female,10 Diseases of the respiratory system,3,1,0,1,4,2,3,2,2,6,6,19,24,50,112,136,262,448,571,730
1991,9,Female,11 Diabetes,0,0,0,0,0,0,0,0,1,2,1,5,7,10,15,35,53,77,83,51
1991,9,Female,12 Ischaemic heart disease,0,0,0,1,1,0,0,1,4,10,14,26,59,149,310,597,899,"1,233","1,091",741
1991,9,Female,13 Stroke (cerebrovascular),1,0,0,0,2,1,0,0,6,13,13,19,39,60,132,248,573,935,954,715
1991,9,Female,14 Other circulatory,0,1,0,0,2,5,1,4,4,5,4,14,16,41,98,154,275,431,448,508
1991,9,Female,15 Intentional injuries,0,0,0,0,2,2,3,8,5,4,8,5,6,7,3,5,4,5,1,1
1991,9,Female,16 Unintentional injuries,2,1,1,1,23,8,8,4,4,10,10,11,8,7,15,24,29,47,64,51
1991,9,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,34,90,192,256,228
1991,9,Female,18 All other causes,99,22,5,2,13,10,11,19,27,25,35,42,61,91,150,180,392,499,640,658
1991,9,Female,19 Neonatal,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,10,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,3,2,2,0,2,5,8,10,16,9,11,3,0
1991,10,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,1,1,5,18,37,41,70,100,108,108,82,49,21
1991,10,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,1,1,2,2,8,24,34,49,78,124,147,140,120,68,13
1991,10,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1,1,2,5,5,4,8,15,14,14,20,44,44,53,53,61,51,27,11
1991,10,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,1,3,10,20,63,68,141,240,242,275,191,79,13
1991,10,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,1,8,25,34,81,101,168,168,108,38
1991,10,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,1,1
1991,10,Male,09 All other cancers (C00-D48),1,3,1,3,2,11,5,7,11,36,33,65,113,117,176,178,183,167,90,32
1991,10,Male,10 Diseases of the respiratory system,4,3,0,1,5,3,1,1,3,3,5,7,24,50,93,176,324,378,328,222
1991,10,Male,11 Diabetes,0,0,1,0,1,1,0,0,1,2,1,2,9,12,22,20,41,42,28,11
1991,10,Male,12 Ischaemic heart disease,1,0,0,0,0,0,3,7,15,44,91,202,274,424,694,861,"1,035",951,525,214
1991,10,Male,13 Stroke (cerebrovascular),0,0,0,1,0,0,0,1,8,14,18,28,31,60,148,223,358,434,326,137
1991,10,Male,14 Other circulatory,2,0,1,1,4,6,1,5,4,11,18,28,40,84,132,198,274,261,178,104
1991,10,Male,15 Intentional injuries,0,0,0,0,9,17,11,12,21,30,31,18,20,7,13,6,8,6,1,0
1991,10,Male,16 Unintentional injuries,2,4,4,5,56,51,31,26,24,24,26,12,17,16,26,15,20,24,27,7
1991,10,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,1,0,3,1,7,18,21,49,75,70,36
1991,10,Male,18 All other causes,139,23,5,11,22,19,23,20,29,31,41,44,53,71,122,175,250,270,257,139
1991,10,Male,19 Neonatal,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,10,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,1,0,2,1,2,4,6,3,9,5,4,2
1991,10,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,2,1,11,13,28,29,54,80,87,92,96,89,61
1991,10,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,0,4,4,14,20,13,39,65,101,121,139,90,50
1991,10,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,3,2,2,0,3,4,6,3,11,8,17,16,31,42,54,57,62,32,16
1991,10,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,1,2,6,20,25,52,69,85,103,119,83,61,28
1991,10,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,1,10,22,68,92,77,98,126,152,117,138,152,115,56
1991,10,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,3,5,6,7,9,1,2,1,12,7,9,7,4,4
1991,10,Female,09 All other cancers (C00-D48),1,3,2,1,3,3,6,9,23,34,49,61,98,126,157,196,208,257,143,88
1991,10,Female,10 Diseases of the respiratory system,2,3,0,1,0,0,2,3,1,3,10,11,21,40,72,136,225,390,456,678
1991,10,Female,11 Diabetes,0,1,0,0,0,0,2,0,2,2,1,1,3,7,14,28,36,63,61,47
1991,10,Female,12 Ischaemic heart disease,0,0,0,0,0,0,0,0,1,6,8,11,47,125,280,415,737,"1,031",917,634
1991,10,Female,13 Stroke (cerebrovascular),0,1,1,1,1,2,2,3,3,12,8,10,23,66,95,208,446,786,767,601
1991,10,Female,14 Other circulatory,0,1,0,0,2,1,4,1,3,4,6,6,19,40,61,136,248,326,429,430
1991,10,Female,15 Intentional injuries,1,0,0,1,2,3,3,7,8,12,6,6,7,10,5,4,4,3,3,1
1991,10,Female,16 Unintentional injuries,0,1,1,1,22,12,2,5,4,10,7,10,8,9,11,16,32,48,42,44
1991,10,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,1,0,2,5,10,31,98,148,185,147
1991,10,Female,18 All other causes,102,13,8,9,12,12,11,9,11,18,38,33,47,70,116,144,296,483,570,530
1991,10,Female,19 Neonatal,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,1,0,0,1,0,0,1,1,1,1,3,6,20,18,14,16,6,4,1
1990,1,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,3,3,3,13,13,26,61,101,175,174,163,119,54,19
1990,1,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,1,0,0,0,0,0,2,5,12,33,70,99,197,304,263,276,160,68,13
1990,1,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,3,4,2,2,4,7,5,6,15,9,26,30,56,76,57,79,46,26,6
1990,1,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,1,0,1,12,26,66,138,265,531,764,661,622,342,125,24
1990,1,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,3,8,9,46,100,116,182,134,64,29
1990,1,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,1,0,0
1990,1,Male,09 All other cancers (C00-D48),1,5,8,2,4,10,15,14,13,30,60,96,175,287,366,282,317,230,97,26
1990,1,Male,10 Diseases of the respiratory system,30,12,2,5,7,5,15,11,12,25,28,86,133,321,556,672,938,832,527,248
1990,1,Male,11 Diabetes,0,0,0,1,0,2,2,4,7,2,7,17,18,40,65,63,91,64,40,13
1990,1,Male,12 Ischaemic heart disease,1,0,0,0,1,1,3,23,78,130,223,457,747,"1,265","1,818","1,782","1,768","1,243",574,183
1990,1,Male,13 Stroke (cerebrovascular),0,1,0,1,2,3,6,12,11,30,43,60,118,190,398,458,653,560,303,123
1990,1,Male,14 Other circulatory,4,3,2,2,5,5,8,8,11,25,33,48,90,182,304,324,394,327,198,78
1990,1,Male,15 Intentional injuries,1,4,0,4,13,55,69,39,38,35,33,18,27,20,19,10,13,6,0,0
1990,1,Male,16 Unintentional injuries,10,30,33,18,70,92,86,56,40,47,46,37,45,42,54,47,71,62,36,10
1990,1,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,2,2,4,7,12,33,75,75,62,16
1990,1,Male,18 All other causes,532,61,15,17,50,71,100,81,94,128,124,133,173,242,318,322,437,447,243,133
1990,1,Male,19 Neonatal,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,1,0,3,3,0,6,7,10,9,15,12,8,0
1990,1,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,1,8,5,15,15,53,62,130,126,158,180,120,54
1990,1,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,1,1,3,6,5,12,38,50,90,187,168,230,216,150,50
1990,1,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,2,3,4,1,5,6,3,6,8,8,17,23,48,43,59,80,65,50,18
1990,1,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,2,3,23,32,63,116,256,341,316,255,159,72,12
1990,1,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,3,11,19,43,56,79,103,170,163,147,161,132,96,70
1990,1,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,2,7,13,18,15,20,15,22,26,35,39,30,23,8,3
